accuracy,f1_score,recall,precision,k,modelo_ML
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,10,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,11,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,12,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,13,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,14,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,15,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,16,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,17,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,18,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,19,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,2,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,20,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,21,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,22,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,23,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,24,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,25,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,26,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,27,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,28,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,29,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,3,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,30,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,31,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,32,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,33,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,34,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,35,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,36,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,37,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,38,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,39,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,4,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,40,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,41,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,42,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,43,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,44,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,45,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,46,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,47,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,48,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,49,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,5,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,50,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,6,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,7,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,8,KNN
0.8248825751727908,0.8191922575627906,0.8248825751727908,0.8168140388664831,9,KNN
