accuracy,f1_score,recall,precision,k,modelo_ML
0.8431867190573659,0.8345714601296508,0.8431867190573659,0.8350514153647087,10,MLP
0.8416511453410292,0.8328113563357951,0.8416511453410292,0.8332313117062016,11,MLP
0.8393477300608312,0.8345270290363529,0.8393477300608312,0.8328674531696474,12,MLP
0.841651169864271,0.8323783577643198,0.841651169864271,0.8332567890139244,13,MLP
0.8397470797346419,0.8351154726138647,0.8397470797346419,0.8335349798456703,14,MLP
0.843370967831996,0.8348438638919216,0.843370967831996,0.8356646500288539,15,MLP
0.8427260046870328,0.8342130878548437,0.8427260046870328,0.8346410809020153,16,MLP
0.8423267832886406,0.8349749846012393,0.8423267832886406,0.8343679996581046,17,MLP
0.8415897221660074,0.8321499065514224,0.8415897221660074,0.8333102420153102,18,MLP
0.8422038916649198,0.8351310608389484,0.8422038916649198,0.8347276167949856,19,MLP
0.8413132339334661,0.8328453497634536,0.8413132339334661,0.8330485810579827,2,MLP
0.8417125006055355,0.8320825079393439,0.8417125006055355,0.8335006100152027,20,MLP
0.8444151561481579,0.8360441487382945,0.8444151561481579,0.8365245881354736,21,MLP
0.8407911152521435,0.8299406506364322,0.8407911152521435,0.8323076619841486,22,MLP
0.8397777394460645,0.8320333493874713,0.8397777394460645,0.8318283981573612,23,MLP
0.8404841182204366,0.8336873298607312,0.8404841182204366,0.8328808272540071,24,MLP
0.8426645833984142,0.8351199136802537,0.8426645833984142,0.8346600977159253,25,MLP
0.8422345947636163,0.8316654696438497,0.8422345947636163,0.8339797506888202,26,MLP
0.8442001325915091,0.8365544005835917,0.8442001325915091,0.8364182700365311,27,MLP
0.8414976411659663,0.8328090648887776,0.8414976411659663,0.8331093158837197,28,MLP
0.8405762256301228,0.834203448567963,0.8405762256301228,0.8329585930146448,29,MLP
0.8414976053243051,0.8345184612937173,0.8414976053243051,0.8336034082010879,3,MLP
0.841804691016963,0.8356890900686573,0.841804691016963,0.8344081836005585,30,MLP
0.8388256264707342,0.8319695992410389,0.8388256264707342,0.8324244915780762,31,MLP
0.8429409999476334,0.8346896683668202,0.8429409999476334,0.8348046444179595,32,MLP
0.8408219918999356,0.8335830482335391,0.8408219918999356,0.8331851418726137,33,MLP
0.8430331318805614,0.8347861201428417,0.8430331318805614,0.8349379179181216,34,MLP
0.841497560050628,0.8350545206819155,0.841497560050628,0.8338404881832162,35,MLP
0.8424188982439397,0.8324372809964706,0.8424188982439397,0.8342612997837366,36,MLP
0.8429717275695716,0.8355818298174267,0.8429717275695716,0.8350449177280262,37,MLP
0.8426646230128817,0.834402493149212,0.8426646230128817,0.834570953389224,38,MLP
0.842572492966357,0.8339930218321101,0.842572492966357,0.8344089282572507,39,MLP
0.8402077526041042,0.8266134020468139,0.8402077526041042,0.8329324173506512,4,MLP
0.8432173957464173,0.8352091395209338,0.8432173957464173,0.8351539512512344,40,MLP
0.8428489019699633,0.8363100767343671,0.8428489019699633,0.8352329362916695,41,MLP
0.8419889718604479,0.832769056499367,0.8419889718604479,0.833569916837535,42,MLP
0.8433709414223511,0.8332306256611203,0.8433709414223511,0.8352234701348444,43,MLP
0.8426646116944625,0.8335996552552383,0.8426646116944625,0.8344825780351572,44,MLP
0.8425417879812573,0.8353614769571782,0.8425417879812573,0.8347260070458755,45,MLP
0.8405455244178295,0.8326076827129045,0.8405455244178295,0.8330176257315576,46,MLP
0.8412211585926346,0.8334946531803875,0.8412211585926346,0.8329963266812459,47,MLP
0.843770204321614,0.8345995741759598,0.843770204321614,0.835627271843185,48,MLP
0.8425724741023248,0.8338741525593132,0.8425724741023248,0.8343844651951191,49,MLP
0.8407605196784301,0.8289116579095683,0.8407605196784301,0.8324342817525794,5,MLP
0.8418661028735656,0.8326236727174168,0.8418661028735656,0.8334539270455587,50,MLP
0.8408525855872455,0.8303200957864487,0.8408525855872455,0.8324167338883455,6,MLP
0.8425417615716123,0.8320874145632475,0.8425417615716123,0.8343733183984059,7,MLP
0.8411904517211317,0.8331820034217657,0.8411904517211317,0.8334175750878212,8,MLP
0.8412211982071021,0.8342331092415849,0.8412211982071021,0.8341343959855038,9,MLP
